car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Land Rover Range Rover Velar 2.0 R-Dynamic S Petrol 250 [2017-2020],7898999.0,31059,Petrol,Kolkata,2020
Renault Duster 110 PS RxZ Diesel,570000.0,56816,Diesel,Thane,2014
Maruti Suzuki Ertiga ZXi AT,1190000.0,12587,Petrol,Ahmedabad,2021
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],1850000.0,56967,Diesel,Hyderabad,2017
Renault Kwid Neotech RXL,549000.0,5485,Petrol,Pune,2021
Renault Captur Platine Mono Diesel,675000.0,51720,Diesel,Kolkata,2019
Hyundai Santro Sportz AMT [2018-2020],518000.0,29944,Petrol,Pune,2018
Hyundai Verna 1.6 VTVT SX,750000.0,16339,Petrol,Kolkata,2018
Maruti Suzuki Vitara Brezza ZDi Plus AGS,985000.0,93500,Diesel,Hyderabad,2018
Tata Nexon XMA Diesel,941000.0,20678,Diesel,Thane,2019
Honda City S Petrol,695000.0,31605,Petrol,Thane,2017
Hyundai Verna SX (O) 1.5 CRDi,1383000.0,14512,Diesel,Hyderabad,2021
Maruti Suzuki Alto 800 Lxi,319000.0,24993,Petrol,Delhi,2018
Maruti Suzuki Wagon R 1.0 VXI AMT,490000.0,53830,Petrol,Ahmedabad,2018
Mahindra XUV300 1.5 W8 (O) [2019-2020],1150000.0,72000,Diesel,Hyderabad,2018
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],2250000.0,52907,Diesel,Chennai,2017
Ford Figo Titanium 1.5 Ti-VCT AT,550000.0,49223,Petrol,Hyderabad,2016
Toyota Corolla Altis G Petrol,885000.0,125000,Petrol,Delhi,2018
Tata Tiago Revotron XZ Plus,639000.0,32210,Petrol,Bangalore,2018
Honda WR-V VX MT Petrol,819999.0,27963,Petrol,Delhi,2018
Volkswagen Tiguan Highline TDI,2400000.0,74000,Diesel,Hyderabad,2017
Audi Q7 45 TDI Technology Pack,6150000.0,40000,Diesel,Ahmedabad,2017
Mahindra XUV500 W8,750000.0,147421,Diesel,Bangalore,2012
BMW X1 sDrive20d xLine,3250000.0,36114,Diesel,Mumbai,2019
Toyota Camry Hybrid,2143000.0,82000,Petrol,Delhi,2017
Honda Amaze 1.2 SX i-VTEC,459999.0,65000,Petrol,Ambattur,2014
Mercedes-Benz C-Class 250 CDI Avantagarde,950000.0,99941,Diesel,Ahmedabad,2012
Ford EcoSport Titanium 1.5 TDCi,484999.0,74000,Diesel,Thane,2013
Maruti Suzuki Swift VXi,370000.0,76256,Petrol,Kolkata,2015
Fiat Punto Evo Dynamic 1.2,400000.0,36500,Petrol,Ambattur,2016
Maruti Suzuki Ignis Alpha 1.2 MT,525000.0,41240,Petrol,Mumbai,2017
Jeep Compass Limited 1.4 Petrol AT [2017-2020],1692000.0,23409,Petrol,Pune,2019
Mercedes-Benz E-Class E 220d Exclusive [2019-2019],7400000.0,11000,Diesel,Delhi,2022
Mercedes-Benz C-Class 250 CDI Avantagarde,1395000.0,55910,Diesel,Bangalore,2013
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,479000.0,38345,Petrol,Pune,2016
Audi A6 Technology 45 TFSI,4800000.0,23931,Petrol,Ahmedabad,2020
Mahindra XUV500 W7 [2018-2020],1350000.0,73342,Diesel,Mumbai,2020
Honda Amaze 1.2 V CVT Petrol [2018-2020],851000.0,17500,Petrol,Ahmedabad,2021
Kia Seltos GTX Plus 1.4 [2020-2021],1491000.0,23113,Petrol,Bangalore,2019
Mercedes-Benz GLE 250 d,4275000.0,47045,Diesel,Thane,2016
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],415000.0,32064,Petrol,Pune,2014
Maruti Suzuki Dzire ZXi Plus AMT,637000.0,76203,Petrol,Chennai,2017
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,476999.0,27448,Petrol,Kolkata,2019
Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],2250000.0,5030,Petrol,Kolkata,2021
Hyundai Santro Magna [2018-2020],509999.0,30858,Petrol,Hyderabad,2019
Maruti Suzuki Swift Dzire VXI,550000.0,48000,Petrol,Thane,2016
Hyundai i10 Sportz 1.2 AT Kappa2,320000.0,36500,Petrol,Ahmedabad,2011
Maruti Suzuki Celerio VXi CNG [2017-2019],524000.0,34039,CNG,Pune,2018
Hyundai Elite i20 Magna Executive 1.2,536000.0,24062,Petrol,Kolkata,2018
Mercedes-Benz C-Class C 220 CDI Style,3000000.0,64148,Diesel,Hyderabad,2015
MG Hector Sharp 2.0 Diesel [2019-2020],1611000.0,46301,Diesel,Mumbai,2019
Mahindra Thar LX Hard Top Petrol MT,1698999.0,3590,Petrol,Bangalore,2022
Toyota Fortuner 3.0 4x2 AT,1989999.0,134361,Diesel,Hyderabad,2014
Toyota Fortuner 4x2 AT,2649000.0,108512,Diesel,Ahmedabad,2016
Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],778000.0,8423,CNG,Pune,2021
Volkswagen Polo Comfortline 1.2L (P),345000.0,78800,Petrol,Thane,2013
Maruti Suzuki Ciaz Sigma 1.4 MT,745000.0,46023,Petrol,Mumbai,2018
Hyundai Verna 1.6 VTVT SX,675000.0,47000,Petrol,Ahmedabad,2017
Hyundai Elite i20 Asta 1.2 (O) [2016],683000.0,18352,Petrol,Delhi,2017
Honda Amaze 1.2 VX i-VTEC,459999.0,70000,Petrol,Thane,2015
MG Astor Savvy 1.5 CVT S Red,1475000.0,12000,Petrol,Delhi,2021
Maruti Suzuki Vitara Brezza VDi,875000.0,36422,Diesel,Mumbai,2019
Honda City 1.5 V MT Sunroof,565000.0,86593,Petrol,Bangalore,2012
Hyundai Eon Era +,250000.0,34000,Petrol,Thane,2013
Ford EcoSport Titanium 1.5L Ti-VCT AT,685000.0,48504,Petrol,Mumbai,2016
Maruti Suzuki Swift LXi,564000.0,12463,Petrol,Chennai,2020
Maruti Suzuki Alto 800 Lxi,299000.0,54923,Petrol,Pune,2017
Honda Brio S MT,305000.0,52000,Petrol,Thane,2013
Mahindra XUV500 W10 AT,1499000.0,53075,Diesel,Bangalore,2017
BMW X1 sDrive20d Expedition,2175000.0,21000,Diesel,Mumbai,2017
Maruti Suzuki Wagon R 1.0 LXI,391000.0,18705,Petrol,Delhi,2017
Maruti Suzuki Swift Dzire ZDI AMT,690000.0,69000,Diesel,Ahmedabad,2017
Maruti Suzuki Dzire ZDi Plus,770000.0,71250,Diesel,Hyderabad,2017
Hyundai Creta Facelift 1.4 Turbo Petrol DCT,1920000.0,18583,Petrol,Thane,2022
Maruti Suzuki Vitara Brezza ZDi Plus,950000.0,117859,Diesel,Hyderabad,2017
Hyundai Elite i20 Magna 1.2,575000.0,67000,Petrol,Hyderabad,2015
Maruti Suzuki Baleno Zeta 1.2,483000.0,57052,Petrol,Kolkata,2016
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],1975000.0,75000,Diesel,Ahmedabad,2018
Hyundai Elantra SX (O) 2.0 AT,1090000.0,71395,Petrol,Mumbai,2016
Maruti Suzuki Alto K10 VXi AMT [2014-2018],389000.0,24550,Petrol,Pune,2016
Volkswagen Ameo Comfortline 1.0L (P),590000.0,28000,Petrol,Ahmedabad,2019
Maruti Suzuki Dzire ZXi,634000.0,8087,Petrol,Kolkata,2019
Volkswagen Vento Highline Petrol,445000.0,88000,Petrol,Mumbai,2014
Tata Nexon XMA Petrol,745000.0,26438,Petrol,Thane,2019
Honda City V CVT Petrol [2017-2019],996000.0,71420,Petrol,Chennai,2018
Maruti Suzuki Vitara Brezza ZXi Plus AT SHVS,1117000.0,21052,Petrol,Pune,2020
Audi Q7 4.2 TDI quattro,3200000.0,170000,Diesel,Bangalore,2014
Honda City V CVT Petrol [2017-2019],885000.0,43417,Petrol,Mumbai,2017
Maruti Suzuki Swift DZire VXI,325000.0,75100,Petrol,Delhi,2012
Toyota Camry Hybrid [2015-2017],4850000.0,700,Petrol,Pune,2022
Honda Brio S MT,450000.0,21996,Petrol,Ahmedabad,2016
Tata Harrier XZA Plus Dual Tone,2251000.0,30229,Diesel,Mumbai,2021
Maruti Suzuki Alto 800 Lxi,299000.0,37796,Petrol,Pune,2016
MG Hector Sharp 1.5 Petrol Turbo Hybrid MT,1866000.0,32000,Hybrid,Pallikarnai,2022
Maruti Suzuki Dzire ZXi Plus AMT,880000.0,40904,Petrol,Hyderabad,2020
Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],415000.0,43000,Diesel,Thane,2015
Maruti Suzuki Wagon R 1.0 LXi CNG,295000.0,80173,CNG,Mumbai,2012
Maruti Suzuki Alto 800 Vxi,379000.0,18512,Petrol,Bangalore,2018
Honda City V,625000.0,73000,Petrol,Ahmedabad,2016
Maruti Suzuki Celerio VXi CNG,689000.0,1064,CNG,Pune,2022
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],409999.0,37000,Petrol + 1,Thiruvallur,2017
Hyundai Santro Sportz [2018-2020],486000.0,60600,Petrol,Chennai,2019
Hyundai Elite i20 Sportz 1.2 [2016-2017],495000.0,21344,Petrol,Mumbai,2016
Hyundai Creta SX 1.6 AT CRDi,1285000.0,82899,Diesel,Mumbai,2018
Maruti Suzuki Celerio X Zxi (O) AMT [2017-2019],450000.0,29192,Petrol,Kolkata,2018
Maruti Suzuki Celerio VXi,364000.0,11363,Petrol,Kolkata,2015
Maruti Suzuki Wagon R 1.0 LXi CNG,250000.0,77050,CNG,Ahmedabad,2011
Tata Tiago Revotron XZA,525000.0,24051,Petrol,Thane,2018
Mahindra XUV500 W10,1375000.0,75811,Diesel,Bangalore,2016
Tata Tiago Revotron XZ,465000.0,45412,Petrol,Mumbai,2017
Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],1580000.0,115000,Diesel,Delhi,2018
Maruti Suzuki Swift VDi,730000.0,90251,Diesel,Hyderabad,2018
Maruti Suzuki Wagon R 1.0 VXI,359000.0,28518,Petrol,Kolkata,2016
Datsun GO T [2018-2019],361000.0,33766,Petrol,Hyderabad,2018
Ford Fiesta Exi 1.6 Duratec Ltd,175000.0,114000,Petrol + 1,Pallikarnai,2009
Volvo S90 D4 Inscription,4750000.0,30000,Diesel,Delhi,2020
Maruti Suzuki Swift DZire VXI,428000.0,12902,Petrol,Kolkata,2014
Maruti Suzuki Vitara Brezza ZDi,844999.0,62769,Diesel,Mumbai,2018
Hyundai Grand i10 Sports Edition 1.1 CRDi,349000.0,52242,Diesel,Kolkata,2015
Honda Jazz ZX CVT,1024000.0,9838,Petrol,Pune,2021
Renault Kwid Neotech RXL,475000.0,12000,Petrol,Mumbai,2021
Honda BR-V V CVT Petrol,775000.0,76275,Petrol,Mumbai,2016
Honda City V Petrol [2017-2019],765000.0,29500,Petrol,Thane,2017
Tata Safari XZA Plus,2395000.0,22617,Diesel,Bangalore,2021
Renault Triber RXZ,670000.0,25000,Petrol,Thiruvallur,2020
Maruti Suzuki Wagon R 1.0 VXI,463999.0,13889,Petrol,Pune,2017
BMW 7 Series 730Ld,6975000.0,22000,Diesel,Ahmedabad,2017
Nissan Sunny XL D,575000.0,29208,Diesel,Ahmedabad,2017
Volkswagen Vento Trendline Petrol,315000.0,62000,Petrol,Thane,2011
Land Rover Range Rover Evoque HSE Dynamic,5300000.0,22000,Diesel,Bangalore,2018
Hyundai Eon Era +,350000.0,26700,Petrol,Ahmedabad,2017
Honda Jazz V Petrol,530000.0,41217,Petrol,Mumbai,2016
Hyundai Creta SX Plus 1.6  Petrol,750000.0,56747,Petrol,Thane,2015
Maruti Suzuki Wagon R LXi 1.0 CNG,553000.0,51765,CNG,Delhi,2020
Honda Amaze 1.2 VX AT i-VTEC,465000.0,54000,Petrol,Mumbai,2014
Tata Harrier XZA Plus Dark Edition,2250000.0,9535,Diesel,Ahmedabad,2021
Hyundai Santro Sportz [2018-2020],484999.0,25000,Petrol,Ahmedabad,2019
Maruti Suzuki Wagon R 1.0 LXI CNG,400000.0,47000,CNG,Thane,2015
Honda City VX CVT,750000.0,46399,Petrol,Mumbai,2015
Maruti Suzuki Alto K10 LXi CNG,370000.0,47377,CNG,Delhi,2019
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,669000.0,44300,Petrol,Bangalore,2019
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],1975000.0,144286,Diesel,Hyderabad,2017
Hyundai i10 Asta 1.2 AT with Sunroof,325000.0,46721,Petrol,Thane,2013
Hyundai Elite i20 Asta 1.2,799000.0,21303,Petrol,Bangalore,2018
Maruti Suzuki Ritz Vdi BS-IV,409999.0,80000,Diesel,Thane,2014
Audi Q3 2.0 TDI quattro Premium Plus,1579000.0,73000,Diesel,Delhi,2015
Chevrolet Beat LS Diesel,150000.0,84656,Diesel + 1,Ambattur,2011
Hyundai Elite i20 Asta 1.2,565000.0,18523,Petrol,Mumbai,2015
Honda Amaze 1.5 S i-DTEC,560000.0,76018,Diesel,Hyderabad,2015
Nissan Sunny XL CVT AT,495000.0,73056,Petrol,Bangalore,2013
Hyundai Venue SX 1.4 (O) CRDi,1300000.0,23221,Diesel,Thane,2021
Honda Brio V MT,285000.0,71000,Petrol,Noida,2011
Hyundai Elite i20 Sportz 1.2 [2016-2017],723000.0,13825,Petrol,Pune,2019
Tata Zest XM 75 PS Diesel,550000.0,101785,Diesel,Chennai,2015
Maruti Suzuki Wagon R 1.0 LXI CNG,409999.0,24000,CNG,Thane,2015
Maruti Suzuki Celerio VXi (O) CNG [2019-2020],558000.0,77813,CNG,Pune,2019
Maruti Suzuki Baleno Delta 1.2,618000.0,41617,Petrol,Delhi,2019
BMW 3 Series 320d Luxury Line,1200000.0,41000,Diesel,Kolkata,2013
Maruti Suzuki Wagon R 1.0 VXI,378000.0,55847,Petrol,Pune,2015
Renault Duster RXZ 1.3 Turbo Petrol CVT [2020-2021],1190000.0,16600,Petrol,Chennai,2020
Honda Jazz V Petrol,599000.0,57340,Petrol,Ahmedabad,2019
Hyundai i20 Active 1.2 SX,590000.0,45173,Petrol,Mumbai,2015
Honda City VX CVT Petrol,999000.0,58019,Petrol,Bangalore,2017
Hyundai Elite i20 Asta 1.2,565000.0,18523,Petrol,Mumbai,2015
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],499000.0,53150,Petrol,Thane,2015
Tata Nexon XZA Plus,1099000.0,44999,Petrol,Bangalore,2020
Hyundai Santro Sportz,540000.0,12996,Petrol,Bangalore,2021
Tata Nexon XZ Plus Dual Tone,913000.0,50043,Petrol,Pune,2018
Maruti Suzuki Ciaz S 1.4 MT,686000.0,21880,Petrol,Delhi,2018
Volkswagen Polo Highline1.2L (D),550000.0,36486,Diesel,Hyderabad,2014
Toyota Yaris J CVT [2018-2020],847000.0,18535,Petrol,Pune,2019
Maruti Suzuki Swift VXi AMT [2018-2019],675000.0,37090,Petrol,Ahmedabad,2018
Honda Jazz S MT [2015-2016],650000.0,26361,Petrol,Hyderabad,2018
Honda City ZX CVT Petrol [2017-2019],811000.0,72973,Petrol,Kolkata,2017
Toyota Etios VX,411000.0,121790,Petrol,Mumbai,2014
Renault Kwid 1.0 RXT [2016-2019],270000.0,140000,Petrol,Thiruvallur,2018
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],525000.0,39200,Petrol,Pune,2017
Hyundai Grand i10 Sports Edition 1.1 CRDi,550000.0,61391,Diesel,Hyderabad,2017
Maruti Suzuki S-Cross Zeta 1.3,950000.0,87544,Diesel,Hyderabad,2018
Honda Brio S MT,345000.0,32000,Petrol,Thane,2014
Maruti Suzuki Baleno Delta 1.2,565000.0,66000,Petrol,Noida,2017
Nissan Magnite XV Premium Dual Tone,840000.0,13264,Petrol,Thane,2021
Skoda Rapid Style 1.6 MPI AT,875000.0,31469,Petrol,Mumbai,2018
Volkswagen Cross Polo 1.2 MPI,650000.0,71976,Petrol,Hyderabad,2017
Honda City S,575000.0,59800,Petrol,Ahmedabad,2016
Honda Amaze VX CVT 1.2 Petrol,922000.0,5768,Petrol,Pune,2020
Maruti Suzuki Swift ZXi,531000.0,55209,Petrol,Pune,2015
Mercedes-Benz CLA 200 CDI Sport,2426000.0,59500,Diesel,Ahmedabad,2016
Hyundai i10 Magna 1.1 iRDE2 [2010-2017],400000.0,45000,Petrol + 1,Poonamallee,2016
Nissan Terrano XL (D),769000.0,63839,Diesel,Bangalore,2016
Jaguar XE Prestige,2975000.0,32434,Petrol,Bangalore,2017
Maruti Suzuki Wagon R 1.0 VXI,375000.0,55264,Petrol + 1,Thane,2016
Hyundai Elite i20 Asta 1.2 (O) [2016],545000.0,12906,Petrol,Kolkata,2017
Maruti Suzuki Swift VXi AMT,765000.0,18236,Petrol,Thane,2021
Maruti Suzuki S-Cross Zeta,1050000.0,6200,Petrol,Ahmedabad,2022
Honda City SV,575000.0,80122,Petrol,Noida,2014
Honda Jazz S Diesel [2015-2016],450000.0,46220,Diesel,Kolkata,2016
Ford EcoSport Titanium 1.5L TDCi,799000.0,63767,Diesel,Bangalore,2016
Audi A6 2.0 TDI Premium,1213000.0,69000,Diesel,Delhi,2013
Maruti Suzuki Swift VDi,685000.0,81007,Diesel,Hyderabad,2018
Audi Q5 3.0 TDI quattro Premium Plus,2800000.0,78457,Diesel,Hyderabad,2015
Maruti Suzuki Vitara Brezza VXi,949000.0,41098,Petrol,Bangalore,2020
Maruti Suzuki Celerio VXi,396000.0,50809,Petrol,Pune,2016
Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],953999.0,59568,Diesel,Hyderabad,2019
Skoda Laura Ambition 2.0 TDI CR AT,425000.0,140037,Diesel,Mumbai,2013
Honda WR-V VX MT Diesel,645000.0,63036,Diesel,Kolkata,2017
Maruti Suzuki Alto 800 LXi (O) CNG,451000.0,18362,CNG,Delhi,2021
Hyundai Elantra 1.6 SX AT,931000.0,85520,Diesel,Pune,2015
Honda Amaze 1.2 VX i-VTEC,500000.0,46000,Petrol,Mumbai,2016
Land Rover Discovery Sport SE,4950000.0,38000,Diesel,Thane,2018
Maruti Suzuki S-Cross Zeta,1095000.0,12712,Petrol,Hyderabad,2021
Maruti Suzuki Ciaz Alpha 1.4 MT,769000.0,35731,Petrol,Bangalore,2017
Ford EcoSport Titanium 1.5L Ti-VCT,585000.0,39000,Petrol,Kolkata,2017
Honda Jazz V AT Petrol,475000.0,32000,Petrol,Kolkata,2015
Honda City ZX EXi,295000.0,119000,Petrol + 1,Ambattur,2007
Maruti Suzuki Swift ZXi,652000.0,80457,Petrol,Hyderabad,2018
Hyundai Elite i20 Asta 1.4 CRDi,621000.0,91234,Diesel,Kolkata,2018
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],615000.0,49422,Petrol,Pune,2016
Maruti Suzuki Wagon R 1.0 VXI AMT,475000.0,33053,Petrol,Pune,2017
Hyundai Aura SX 1.2 (O) Petrol,730000.0,17385,Petrol,Pune,2020
Mercedes-Benz AMG GLA35 4MATIC,6100000.0,1600,Petrol,Mumbai,2021
Maruti Suzuki Dzire ZXi Plus,974000.0,10158,Petrol,Pune,2022
Hyundai Creta SX Plus 1.6 AT CRDI,1023000.0,56907,Diesel,Kolkata,2018
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],800000.0,18000,Petrol + 1,Thiruvallur,2019
Kia Seltos GTX 1.4,1682000.0,12498,Petrol,Bangalore,2020
Honda Brio S MT,419000.0,42265,Petrol,Bangalore,2013
Maruti Suzuki Celerio VXi CNG [2017-2019],487000.0,81329,CNG,Delhi,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],450000.0,53300,Petrol,Pune,2016
Nissan Magnite XV Premium Dual Tone,830000.0,20000,Petrol + 1,Pallikarnai,2021
Renault Duster 110 PS RXS 4X2 AMT Diesel,1028999.0,59839,Diesel,Bangalore,2018
Toyota Fortuner 2.8 4x2 AT [2016-2020],3200000.0,177734,Diesel,Hyderabad,2018
Honda Brio S MT,282000.0,55200,Petrol,Delhi,2014
Maruti Suzuki S-Presso VXi,451999.0,31651,Petrol,Kolkata,2020
Hyundai Verna 1.6 VTVT SX,910000.0,25921,Petrol,Delhi,2018
Tata Nexon XZ Plus (O),1150000.0,700,Petrol,Chennai,2022
Maruti Suzuki Swift VXi AMT,704000.0,28151,Petrol,Delhi,2019
Honda Brio V MT,351000.0,39276,Petrol,Mumbai,2014
Audi A6 2.0 TDI Premium,1650000.0,75000,Diesel,Ahmedabad,2014
Honda Amaze 1.2 VX MT Petrol [2018-2020],685000.0,25075,Petrol,Mumbai,2018
Kia Seltos HTX 1.5 [2020-2021],1353000.0,10678,Petrol,Delhi,2020
Ford EcoSport Titanium 1.5L Ti-VCT AT,575000.0,31250,Petrol,Mumbai,2015
Maruti Suzuki Alto 800 LXi (O) CNG,451000.0,18362,CNG,Delhi,2021
Maruti Suzuki Swift VXi,265000.0,38500,Petrol,Thane,2010
Maruti Suzuki Wagon R 1.0 VXI AMT,400000.0,25299,Petrol,Mumbai,2015
Mercedes-Benz C-Class 250 CDI Avantagarde,950000.0,99941,Diesel,Ahmedabad,2012
BMW 7 Series 730Ld Sedan,1250000.0,35000,Diesel,Ahmedabad,2009
Maruti Suzuki Alto K10 VXi AMT [2014-2018],338000.0,48448,Petrol,Delhi,2017
Maruti Suzuki Ciaz Delta 1.4 MT,687000.0,33823,Petrol,Delhi,2017
Maruti Suzuki Swift VXi [2014-2017],571000.0,21388,Petrol,Kolkata,2019
Mahindra TUV300 T8 AMT mHAWK100,645000.0,35239,Diesel,Mumbai,2015
Volkswagen Polo GT TSI,825000.0,11106,Petrol,Kolkata,2021
Kia Seltos HTX IVT 1.5 [2019-2020],1275000.0,28133,Petrol,Kolkata,2020
Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],1076000.0,23097,Petrol,Pune,2021
Maruti Suzuki Wagon R 1.0 VXI,376000.0,57348,Petrol,Pune,2016
Mercedes-Benz CLA 200 D Urban Sport,2975000.0,37329,Diesel,Bangalore,2018
Ford EcoSport Titanium 1.5L Ti-VCT,719000.0,15443,Petrol,Delhi,2017
Hyundai Eon Era +,340000.0,43000,Petrol,Noida,2018
Hyundai Creta SX Plus 1.6  Petrol,925000.0,39240,Petrol,Thane,2017
Hyundai Santro Sportz CNG [2018-2020],545000.0,43784,CNG,Mumbai,2019
Maruti Suzuki Vitara Brezza ZDi,925000.0,87803,Diesel,Hyderabad,2018
Hyundai i20 Active 1.2 SX,645000.0,45000,Petrol,Thane,2015
Toyota Etios VX,309000.0,35311,Petrol,Delhi,2011
Mahindra Alturas G4 4WD AT [2018-2020],1898999.0,42347,Diesel,Kolkata,2018
Maruti Suzuki Swift ZXi AMT [2018-2019],700000.0,68183,Petrol,Bangalore,2018
Mercedes-Benz GLA 200 d Sport,3300000.0,41679,Diesel,Hyderabad,2018
Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,459999.0,77394,Petrol,Thane,2013
Honda Jazz VX CVT Petrol,699000.0,30610,Petrol,Ahmedabad,2019
Toyota Urban Cruiser High Grade AT,1140000.0,6257,Petrol,Thane,2021
Honda Amaze 1.2 VX MT Petrol [2018-2020],857000.0,7702,Petrol,Pune,2022
Hyundai Creta SX 1.6 CRDI (O),1072000.0,75799,Diesel,Chennai,2017
Datsun GO T (O),250000.0,47000,Petrol,Ahmedabad,2018
Maruti Suzuki Ertiga Vxi CNG,650000.0,52000,CNG,Thane,2013
Toyota Innova 2.5 GX BS IV 7 STR,2030999.0,40372,Diesel,Delhi,2018
Audi A8 L 3.0 TDI quattro,2751000.0,45500,Diesel,Ahmedabad,2013
Ford EcoSport Titanium 1.5 Ti-VCT AT,944999.0,43624,Petrol,Mumbai,2019
Maruti Suzuki Swift VXi [2014-2017],595000.0,18548,Petrol,Thane,2018
Ford Freestyle Trend Plus 1.2 Ti-VCT [2019-2020],610000.0,63000,Petrol,Poonamallee,2019
Maruti Suzuki Vitara Brezza ZDi Plus,885000.0,51439,Diesel,Mumbai,2017
BMW X1 sDrive20d xLine,3275000.0,56307,Diesel,Bangalore,2018
Maruti Suzuki Dzire VXi,641000.0,30481,Petrol,Pune,2018
Hyundai Elite i20 Asta 1.2,789000.0,34058,Petrol,Bangalore,2018
Honda Amaze 1.2 SX i-VTEC,519000.0,48285,Petrol,Bangalore,2015
Ford EcoSport Titanium 1.5L TDCi,790000.0,60126,Diesel,Ahmedabad,2017
BMW 5 Series 520d Luxury Line [2017-2019],3800000.0,61000,Diesel,Ahmedabad,2019
Maruti Suzuki Celerio VXi CNG [2017-2019],488999.0,88603,CNG,Pune,2017
Maruti Suzuki Alto 800 Lxi,209000.0,45643,Petrol,Kolkata,2013
Tata Altroz XZ (O) Diesel,977999.0,10412,Diesel,Chennai,2021
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],570000.0,32335,Petrol,Bangalore,2019
Mercedes-Benz S-Class 350 L,1456000.0,133000,Petrol,Ahmedabad,2011
Hyundai Elantra 1.6 SX AT,625000.0,80000,Diesel,Delhi,2014
Honda Jazz SV Petrol,599000.0,39173,Petrol,Bangalore,2015
Hyundai i20 Sportz 1.4 CRDI,450000.0,91127,Diesel,Hyderabad,2013
Hyundai Verna SX Plus 1.6 CRDi AT,1325000.0,29373,Diesel,Pune,2019
Kia Sonet HTX 1.0 iMT [2020-2021],1050000.0,23700,Petrol,Chennai,2020
Honda City 1.5 S MT,399000.0,62550,Petrol,Thane,2013
Hyundai Elite i20 Sportz 1.4,571000.0,66000,Diesel,Mumbai,2015
Maruti Suzuki Wagon R 1.0 LXI CNG,349000.0,89000,CNG,Thane,2014
Hyundai Eon 1.0 Kappa Magna + [2014-2016],295000.0,45100,Petrol,Hyderabad,2016
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,461000.0,53734,Petrol,Pune,2016
Hyundai i20 Active 1.2 SX,690000.0,74655,Petrol,Chennai,2016
Toyota Innova 2.5 G2,650000.0,340000,Diesel,Pallikarnai,2009
Toyota Corolla Altis G Petrol,1190000.0,54517,Petrol,Ahmedabad,2019
Maruti Suzuki Alto 800 Lxi,335000.0,35000,Petrol,Ahmedabad,2019
Maruti Suzuki Ciaz ZXi  AT,640000.0,36937,Petrol,Mumbai,2016
Mercedes-Benz E-Class 280,450000.0,40206,Petrol,Kolkata,2007
Hyundai Creta SX Plus 1.6  Petrol,880000.0,48488,Petrol,Thane,2016
Volkswagen Tiguan Highline TDI,2376000.0,72533,Diesel,Pune,2017
Mercedes-Benz R-Class R350 4MATIC,2485000.0,44724,Petrol,Bangalore,2012
Honda Amaze 1.5 E i-DTEC,475000.0,43000,Diesel,Kolkata,2017
Hyundai Xcent SX 1.2,486000.0,94691,Petrol,Pune,2015
Hyundai Verna Fluidic 1.6 VTVT SX,499000.0,71550,Petrol,Bangalore,2013
Nissan Terrano XL D Plus,625000.0,77000,Diesel,Ahmedabad,2014
Ford EcoSport Titanium 1.5 TDCi,630000.0,95240,Diesel,Hyderabad,2015
Honda City SV CVT,595000.0,46200,Petrol,Mumbai,2014
Maruti Suzuki Vitara Brezza VDi,779000.0,58481,Diesel,Pune,2018
Honda Jazz VX CVT Petrol,811000.0,8652,Petrol,Delhi,2019
Maruti Suzuki Alto 800 LXi (O),350000.0,30680,Petrol,Hyderabad,2017
Maruti Suzuki Swift LXi,450000.0,34933,Petrol,Kolkata,2018
Hyundai Elite i20 Asta 1.2,779000.0,42825,Petrol,Bangalore,2018
Hyundai Creta 1.6 S Petrol,791000.0,39813,Petrol,Kolkata,2018
Volkswagen Vento Highline Petrol AT,345000.0,50667,Petrol,Mumbai,2011
Maruti Suzuki Vitara Brezza VXi,861999.0,29219,Petrol,Pune,2020
Mercedes-Benz E-Class E350 CDI Avantgarde,1195000.0,63906,Diesel,Mumbai,2012
